population,average_age,average_health,average_stress,average_bank_balance,average_debt,gini_coefficient,unemployment_rate,average_education,hospital_strain,death_toll,average_life_expectancy,seir_susceptible,seir_exposed,seir_infected,seir_recovered,infant_mortality,tick,government_capital,private_capital,dependency_ratio,total_wealth_inherited,total_wealth_escheated
157,35.899054847874915,71.1720047136439,4.110780057748177,10106.034552638333,90.6062826703546,0.4592215740266221,0.09574468085106383,0.554098178839158,0.0,4,55.95268334970578,153,0,0,4,26.0,94,-52710.220056071186,1019387.5110852811,0.6702127659574468,3276.366166816633,22702.04959450993
157,35.98238818120825,71.5813461964562,4.061401132451404,10177.162836296684,90.72043888349563,0.45693165404640834,0.09574468085106383,0.5548625100493492,0.0,4,55.95268334970578,153,0,0,4,26.0,95,-54172.607731755445,1033287.9769709313,0.6702127659574468,3276.366166816633,22702.04959450993
157,36.065721514541586,71.30926792164124,4.021813687254802,10248.499326687182,90.83406938059835,0.4546957777783538,0.09574468085106383,0.5556268412595403,0.0,4,55.95268334970578,153,0,0,4,26.0,96,-54421.78542378936,1046860.0639026087,0.6702127659574468,3276.366166816633,22702.04959450993
157,36.149054847874915,71.30602360211758,3.9900600335055896,10320.044847961473,90.94716409709764,0.45251340393312445,0.09574468085106383,0.5563911724697314,0.0,4,55.95268334970578,153,0,0,4,26.0,97,-55292.13774595626,1060935.6474286627,0.6702127659574468,3276.366166816633,22702.04959450993
157,36.23238818120825,71.44679652241989,3.964573952286092,10391.800227533471,91.05971286339006,0.45037950697573614,0.09574468085106383,0.5571555036799224,0.0,4,55.95268334970578,153,0,0,4,26.0,98,-55880.137483407125,1076078.6682002933,0.6702127659574468,3276.366166816633,22702.04959450993
157,36.315721514541586,71.44355220289623,3.9441023999954723,10463.878865170103,91.28427448171605,0.4578794620329485,0.11458333333333333,0.5579198348901135,0.0,4,55.95268334970578,153,0,0,4,26.0,99,-56749.759112023916,1090289.843059046,0.6702127659574468,3276.366166816633,22702.04959450993
157,36.399054847874915,71.17104929963116,4.124878656740714,10536.45258574786,91.70505240786454,0.46969164551829157,0.1414141414141414,0.5585567775652728,0.0,4,55.95268334970578,153,0,0,4,26.0,100,-56692.077474980964,1105246.2442242312,0.6354166666666666,3276.366166816633,22702.04959450993
157,36.48238818120825,71.5813461964562,4.36826559398768,10608.271805085365,92.1288979841371,0.4677134879944167,0.1326530612244898,0.5591937202404319,0.0,4,55.95268334970578,153,0,0,4,26.0,101,-58102.42928625644,1120001.8553159544,0.5858585858585859,3276.366166816633,22702.04959450993
157,36.565721514541586,71.30863097896606,5.370584545900865,10681.604323931604,92.55583480356054,0.4656166356098377,0.1326530612244898,0.5598306629155912,0.0,4,55.95268334970578,153,0,0,4,26.0,102,-58281.148536601024,1134221.159926611,0.6020408163265306,3276.366166816633,22702.04959450993
157,36.649054847874915,71.3053866594424,5.853822508453458,10754.925055247728,92.7557204305777,0.4635500169213642,0.1326530612244898,0.5604676055907504,0.0,4,55.95268334970578,153,0,0,4,26.0,103,-58801.39575308405,1149987.5179598306,0.6020408163265306,3276.366166816633,22702.04959450993
157,36.73238818120825,71.44647805108231,5.96857659231952,10828.637788522727,93.12962421611147,0.4615220233274311,0.1326530612244898,0.5611045482659097,0.0,4,55.95268334970578,153,0,0,4,26.0,104,-59227.77798652606,1166155.6236291665,0.6020408163265306,3276.366166816633,22702.04959450993
157,36.815721514541586,71.44323373155865,5.9289973258018955,10902.570405498544,93.50597973628035,0.45953213387081426,0.1326530612244898,0.561741490941069,0.0,4,55.95268334970578,153,0,0,4,26.0,105,-59554.67438492037,1182745.6783512586,0.6020408163265306,3276.366166816633,22702.04959450993
157,36.899054847874915,71.17009388561843,5.897256512047024,10976.78163928017,93.94266736341713,0.46214969395282446,0.1414141414141414,0.56250582215126,0.0,4,55.95268334970578,153,0,0,4,26.0,106,-58975.43676808493,1200069.4465265379,0.6020408163265306,3276.366166816633,22702.04959450993
157,36.98238818120825,71.5813461964562,5.972833569764686,11051.264703169549,94.38254372609435,0.4602672264669829,0.1414141414141414,0.563270153361451,0.0,4,55.95268334970578,153,0,0,4,26.0,107,-59692.17566843716,1217600.1044626979,0.5858585858585859,3276.366166816633,22702.04959450993
157,37.065721514541586,71.30799403629092,6.119126786796322,11126.029294478323,94.88395508978425,0.4629393710904628,0.15,0.5639070960366104,0.0,4,55.95268334970578,153,0,0,4,26.0,108,-59385.376611301086,1233934.3656236695,0.5858585858585859,3276.366166816633,22702.04959450993
157,37.149054847874915,71.5813461964562,6.419420545600455,11201.066192923825,95.3893116281719,0.46114965552193254,0.15,0.5646714272468013,0.0,4,55.95268334970578,153,0,0,4,26.0,109,-59928.997018675705,1252440.0668401532,0.57,3276.366166816633,22702.04959450993
157,37.23238818120825,71.30778172206585,6.728265200056186,11276.387548560768,95.95742931368328,0.4638657831727142,0.15841584158415842,0.5654357584569925,0.0,4,55.95268334970578,153,0,0,4,26.0,110,-59638.24307329076,1268868.7073243079,0.57,3276.366166816633,22702.04959450993
157,37.315721514541586,71.5813461964562,7.036545793504005,11351.981760985971,96.53026844287376,0.4621685251838137,0.15841584158415842,0.5662000896671836,0.0,4,55.95268334970578,153,0,0,4,26.0,111,-60485.75616697433,1286305.8430898609,0.5544554455445545,3276.366166816633,22702.04959450993
157,37.399054847874915,71.3075694078408,7.347813883186114,11427.804129219543,97.10786789805475,0.4605085475904569,0.15841584158415842,0.5669644208773746,0.0,4,55.95268334970578,153,0,0,4,26.0,112,-59914.68925753281,1303880.0165927312,0.5544554455445545,3276.366166816633,22702.04959450993
157,37.48238818120825,71.5813461964562,7.55883744135144,11503.855556378221,97.6902668803584,0.45887993167568486,0.15841584158415842,0.5677287520875657,0.0,4,55.95268334970578,153,0,0,4,26.0,113,-59978.88279804173,1324255.933293589,0.5544554455445545,3276.366166816633,22702.04959450993
158,37.32796378343689,71.21369397177104,7.4753805750654125,11505.787423925754,97.71483804794157,0.4617499188526897,0.15841584158415842,0.5648950258085305,0.0,4,55.95268334970578,154,0,0,4,26.0,114,-59241.747414980055,1342619.9581555093,0.5544554455445545,3276.366166816633,22702.04959450993
158,37.41129711677023,71.48594896636565,7.82139361430246,11582.118941356384,98.36326959085359,0.4600616556324406,0.15841584158415842,0.5656545194794166,0.0,4,55.95268334970578,154,0,0,4,26.0,115,-59834.41325098935,1361341.3681224068,0.5643564356435643,3276.366166816633,22702.04959450993
158,37.49463045010356,71.2134830013069,7.784365913897768,11658.501853622556,98.83712202946793,0.4584025912367484,0.15841584158415842,0.5664140131503026,0.0,4,55.95268334970578,154,0,0,4,26.0,116,-58992.37418101937,1380188.4894354828,0.5643564356435643,3276.366166816633,22702.04959450993
158,37.57796378343689,71.48594896636565,7.753127593552993,11735.237414032677,99.4353075012101,0.45678349207054825,0.15841584158415842,0.5671735068211887,0.0,4,55.95268334970578,154,0,0,4,26.0,117,-59273.03635634317,1400180.7432432794,0.5643564356435643,3276.366166816633,22702.04959450993
158,37.66129711677023,71.21327203084277,7.7280533348067575,11812.206161991442,100.03846173195855,0.4552086795361263,0.15841584158415842,0.5680595827705558,0.0,4,55.95268334970578,154,0,0,4,26.0,118,-58215.19828547756,1420105.7664426712,0.5643564356435643,3276.366166816633,22702.04959450993
158,37.74463045010356,71.48594896636565,7.310293326861548,11887.529636779469,100.64662563074005,0.45383436997720095,0.1782178217821782,0.5689456587199229,0.0,4,55.95268334970578,154,0,0,4,26.0,119,-58141.67530530646,1441977.4376124828,0.5643564356435643,3276.366166816633,22702.04959450993
158,37.82796378343689,71.21306106037864,6.763935210584475,11958.931940374723,101.25984044198124,0.4525393850320871,0.22,0.569705152390809,0.0,4,55.95268334970578,154,0,0,4,26.0,120,-56978.36135158326,1463500.7001307674,0.5643564356435643,3276.366166816633,22702.04959450993
159,37.67286128584714,71.4596548687726,7.718396238096734,11956.3045992772,101.23740468065394,0.45119408737132427,0.22,0.567002604262565,0.0,4,55.95268334970578,155,0,0,4,26.0,121,-57204.501706426105,1485299.8041072953,0.58,3276.366166816633,22702.04959450993
159,37.75619461918048,71.188273595318,7.572051179891011,12028.890867436368,101.6756235247692,0.4498195430599514,0.22,0.5678831074072189,0.0,4,55.95268334970578,155,0,0,4,26.0,122,-56178.00617664395,1506428.8433590916,0.59,3276.366166816633,22702.04959450993
160,37.6030309028106,71.44792346217767,7.489228787242595,12026.679741907086,102.08049784993553,0.45296167485267635,0.22772277227722773,0.5652088379859238,0.0,4,55.95268334970578,156,0,0,4,26.0,123,-56030.92059924737,1529674.7059274723,0.59,3276.366166816633,22702.04959450993
160,37.68636423614393,71.17802998834884,7.477520837583908,12100.167518843185,103.42033924692745,0.451660717110989,0.22772277227722773,0.5659588379859238,0.0,4,55.95268334970578,156,0,0,4,26.0,124,-54539.567208339875,1552752.547037964,0.5841584158415841,3276.366166816633,22702.04959450993
160,37.76969756947726,71.44792346217767,7.557640176717707,12173.911868654486,104.79036026700825,0.4503963992942326,0.22772277227722773,0.5667088379859239,0.0,4,55.95268334970578,156,0,0,4,26.0,125,-53715.23783263947,1578737.822867628,0.5841584158415841,3276.366166816633,22702.04959450993
161,37.61791890962544,71.14772706569063,7.7458283776322,12171.822781202527,105.5142858821989,0.4491727647804271,0.22772277227722773,0.5639342489301107,0.0,4,55.95268334970578,157,0,0,4,26.0,126,-51879.24885709445,1603172.8447291001,0.5841584158415841,3276.366166816633,22702.04959450993
161,37.701252242958766,71.41615122187665,7.790800309583872,12245.531590901777,106.90248622375259,0.44798178803743305,0.22772277227722773,0.5646795905450175,0.0,4,55.95268334970578,157,0,0,4,26.0,127,-51496.323137063424,1627908.4856827825,0.594059405940594,3276.366166816633,22702.04959450993
161,37.7845855762921,71.14752002635315,7.729513462777552,12319.665353109103,108.48885322479583,0.45998783559727197,0.25,0.5654249321599244,0.0,4,55.95268334970578,157,0,0,4,26.0,128,-49411.17100262227,1653506.4424840794,0.594059405940594,3276.366166816633,22702.04959450993
161,37.86791890962544,71.41615122187665,7.999664635563495,12394.174232047777,110.09109911275462,0.45887046741441573,0.25,0.5661702737748312,0.0,4,55.95268334970578,157,0,0,4,26.0,129,-48285.398047722236,1681126.479504266,0.5480769230769231,3276.366166816633,22702.04959450993
161,37.951252242958766,71.14731298701568,8.487160981480251,12468.927497809871,111.70936513761633,0.45778063068903685,0.25,0.566915615389738,0.0,4,55.95268334970578,157,0,0,4,26.0,130,-46035.72431878044,1707522.7611601285,0.5480769230769231,3276.366166816633,22702.04959450993
161,38.0345855762921,71.41615122187665,9.134877288075542,12543.926117759898,113.34379374871715,0.4567202634273928,0.25,0.5676609570046448,0.0,4,55.95268334970578,157,0,0,4,26.0,131,-44403.25232142158,1737116.9825870018,0.5480769230769231,3276.366166816633,22702.04959450993
161,38.11791890962544,71.1471059476782,9.448743066477695,12619.171063091517,114.99452860471843,0.4556856934629345,0.25,0.5684062986195517,0.0,4,55.95268334970578,157,0,0,4,26.0,132,-42126.55323158719,1763750.038751717,0.5480769230769231,3276.366166816633,22702.04959450993
161,38.201252242958766,71.41615122187665,9.428911146553476,12694.663308842697,116.66171458366468,0.4585816354349421,0.2571428571428571,0.5691516402344585,0.0,4,55.95268334970578,157,0,0,4,26.0,133,-40757.66395355688,1792588.8552350549,0.5480769230769231,3276.366166816633,22702.04959450993
161,38.2845855762921,71.14689890834072,9.413120144775583,12770.445297013443,118.3454977931247,0.45762122807713856,0.2571428571428571,0.5697727582468809,0.0,4,55.95268334970578,157,0,0,4,26.0,134,-38400.25209628803,1819673.8181816714,0.5333333333333333,3276.366166816633,22702.04959450993
161,38.36791890962544,71.41615122187665,9.140425253194577,12845.467258023631,120.04602558041614,0.4567233304324041,0.25,0.5703938762593033,0.0,4,55.95268334970578,157,0,0,4,26.0,135,-36849.58249009953,1849428.0257392873,0.5333333333333333,3276.366166816633,22702.04959450993
160,38.22340724638159,71.0612469118769,9.446887702515175,12999.257728193123,122.52446808380762,0.45179405622516633,0.25,0.5723839950185992,0.0,5,59.743437018826185,156,0,0,4,26.0,136,-33256.843939874685,1878623.8256675762,0.5480769230769231,3276.366166816633,23308.40313484383
160,38.306740579714926,71.33239038570576,9.319683458200355,13076.24516120785,123.61578232466806,0.45079223609495545,0.25,0.5728839950185991,0.0,5,59.743437018826185,156,0,0,4,26.0,137,-31267.138911066148,1909837.8136075025,0.5384615384615384,3276.366166816633,23308.40313484383
160,38.390073913048255,71.06103857854359,9.212234448843445,13154.078956478877,125.3086185356882,0.44981995061914226,0.25,0.573383995018599,0.0,5,59.743437018826185,156,0,0,4,26.0,138,-28527.184736291973,1938353.9700393411,0.5384615384615384,3276.366166816633,23308.40313484383
160,38.47340724638159,71.33239038570576,9.126350241357915,13232.170314214653,127.01808491702532,0.448880351039451,0.25,0.5738839950185991,0.0,5,59.743437018826185,156,0,0,4,26.0,139,-26463.188319535166,1970013.6477422833,0.5384615384615384,3276.366166816633,23308.40313484383
160,38.556740579714926,71.06083024521025,9.057717875369502,13310.520253933271,128.74432838621289,0.4479693455248459,0.25,0.5743839950185992,0.0,5,59.743437018826185,156,0,0,4,26.0,140,-23291.859081090734,2000203.5848280531,0.5384615384615384,3276.366166816633,23308.40313484383
160,38.640073913048255,71.33239038570576,9.002886982578756,13389.129799188406,130.48749710456607,0.44708376986863696,0.25,0.5748839950185991,0.0,5,59.743437018826185,156,0,0,4,26.0,141,-21209.696405416656,2032111.4092095103,0.5384615384615384,3276.366166816633,23308.40313484383
160,38.72340724638159,71.06062191187691,8.959097268346161,13468.065432672583,132.3131955747843,0.4505829759355924,0.2571428571428571,0.5753839950185992,0.0,5,59.743437018826185,156,0,0,4,26.0,142,-17494.97764680459,2064373.4142248346,0.5384615384615384,3276.366166816633,23308.40313484383
160,38.806740579714926,71.33239038570576,9.036512223666183,13547.309202178018,134.15691303248803,0.4497563110440075,0.2571428571428571,0.5758839950185991,0.0,5,59.743437018826185,156,0,0,4,26.0,143,-15345.025275438426,2096732.9952755894,0.5238095238095238,3276.366166816633,23308.40313484383
160,38.890073913048255,71.06041357854357,9.194056521993215,13626.816424403529,136.01880893966177,0.44895376084037886,0.2571428571428571,0.5763839950185992,0.0,5,59.743437018826185,156,0,0,4,26.0,144,-11336.85182002288,2130208.583847035,0.5238095238095238,3276.366166816633,23308.40313484383
160,38.430155470191394,71.4623868552462,9.492998597843325,13679.266088086782,137.96527955649978,0.45051697715939576,0.2641509433962264,0.57538265811857,0.0,6,64.27291154742714,156,0,0,4,26.0,145,-4277.7269427372585,2164639.6637091306,0.5238095238095238,3276.366166816633,27701.127133317077
160,38.51348880352472,71.19020171475069,9.659430134166424,13759.980097030935,139.93105471576362,0.4497484746512539,0.25471698113207547,0.5760076581185701,0.0,6,64.27291154742714,156,0,0,4,26.0,146,-647.1376428753437,2196889.7174992524,0.5094339622641509,3276.366166816633,27701.127133317077
160,38.59682213685806,71.4623868552462,9.687809888688117,13840.489975596822,141.91630556266406,0.4489938946637191,0.2641509433962264,0.5766326581185701,0.0,6,64.27291154742714,156,0,0,4,26.0,147,2656.165637286582,2233793.38723732,0.5094339622641509,3276.366166816633,27701.127133317077
159,38.754415367433985,71.18604492306785,10.100981606456033,13881.333179893318,144.8938161551478,0.45902319215185483,0.27102803738317754,0.5757309767230894,0.0,7,58.93004301331172,155,0,0,4,26.0,148,27200.317801891495,2269324.758063587,0.5094339622641509,3276.366166816633,47748.30267075466
159,38.83774870076732,71.46015156339877,10.281470857162613,13963.251487597887,146.99953616960798,0.4581726406885256,0.27102803738317754,0.5764856937042215,0.0,7,58.93004301331172,155,0,0,4,26.0,149,30871.141748067705,2307788.3907567463,0.48598130841121495,3276.366166816633,47748.30267075466
159,38.92108203410066,71.18583527946198,10.457692069732461,14045.44410469758,149.12620536110362,0.4573489300953939,0.27102803738317754,0.5772404106853535,0.0,7,58.93004301331172,155,0,0,4,26.0,150,35310.241907385556,2343179.555644529,0.48598130841121495,3276.366166816633,47748.30267075466
159,39.004415367433985,71.46015156339877,10.691963694916057,14127.91211700042,151.27400966808233,0.45654587448579176,0.27102803738317754,0.5781209138300076,0.0,7,58.93004301331172,155,0,0,4,26.0,151,38514.026113213185,2380180.8536382755,0.48598130841121495,3276.366166816633,47748.30267075466
159,39.08774870076732,71.18562563585613,10.760215869881542,14211.244439003745,153.4431366062839,0.4557308386861987,0.2616822429906542,0.5790014169746617,0.0,7,58.93004301331172,155,0,0,4,26.0,152,44032.53017577807,2419411.18365718,0.48598130841121495,3276.366166816633,47748.30267075466
159,39.17108203410066,71.46015156339877,10.621357111382997,14294.404100633197,155.77135956913347,0.4633588037923022,0.28440366972477066,0.5798819201193158,0.0,7,58.93004301331172,155,0,0,4,26.0,153,48196.75764394508,2459802.699850243,0.48598130841121495,3276.366166816633,47748.30267075466
159,39.254415367433985,71.18541599225024,10.982382338195048,14377.92730278033,158.12295318861013,0.46263760194945736,0.28440366972477066,0.5807624232639699,0.0,7,58.93004301331172,155,0,0,4,26.0,154,53112.25495762027,2497235.8912925473,0.45871559633027525,3276.366166816633,47748.30267075466
159,39.33774870076732,71.46015156339877,11.365681861460747,14461.731797810015,160.4981255708846,0.465721148365444,0.2909090909090909,0.5816429264086239,0.0,7,58.93004301331172,155,0,0,4,26.0,155,57090.06231376894,2537209.4889622903,0.45871559633027525,3276.366166816633,47748.30267075466
159,39.42108203410066,71.18520634864437,11.862108713230883,14545.858075294389,162.89708658992592,0.46506184525767535,0.2909090909090909,0.5823976433897561,0.0,7,58.93004301331172,155,0,0,4,26.0,156,62102.41008002048,2575163.890922752,0.44545454545454544,3276.366166816633,47748.30267075466
159,39.504415367433985,71.46015156339877,11.994611581253775,14630.268349807495,165.3200479022088,0.4644257167208985,0.2909090909090909,0.5831523603708881,0.0,7,58.93004301331172,155,0,0,4,26.0,157,66503.91730962094,2616859.7512621856,0.44545454545454544,3276.366166816633,47748.30267075466
159,39.58774870076732,71.18499670503851,11.992506876481736,14714.963745504238,167.76722296154193,0.4638087456799971,0.2909090909090909,0.5839070773520202,0.0,7,58.93004301331172,155,0,0,4,26.0,158,72255.58830981905,2657592.793090515,0.44545454545454544,3276.366166816633,47748.30267075466
158,39.72556453832108,71.49173467788425,11.801710961830516,14809.718066687054,171.31628796461376,0.4644828157867489,0.2777777777777778,0.5879824386010836,0.0,8,55.44664343255679,154,0,0,4,26.0,159,90388.8154781838,2701815.601238555,0.44545454545454544,3276.366166816633,60801.18101672173
158,39.808897871654416,71.21462736261454,12.065559705628623,14896.863456492621,173.82833719545212,0.46382871422113214,0.2777777777777778,0.5886153499934886,0.0,8,55.44664343255679,154,0,0,4,26.0,160,96524.98757433631,2743723.8215580406,0.46296296296296297,3276.366166816633,60801.18101672173
158,39.89223120498775,71.49173467788425,11.854451751435237,14983.174052959579,175.236536106904,0.4631509708811834,0.2777777777777778,0.5892482613858938,0.0,8,55.44664343255679,154,0,0,4,26.0,161,101970.1829235756,2789173.065078153,0.46296296296296297,3276.366166816633,60801.18101672173
157,40.11038801857657,71.17960120969248,11.103313668054302,15166.495764130717,177.78032910951822,0.466597254845208,0.28440366972477066,0.5872689509488612,0.0,9,51.37571395540704,153,0,0,4,26.0,162,109054.40409842787,2834439.2552041286,0.46296296296296297,3276.366166816633,60801.18101672173
157,40.19372135190991,71.45868585393418,11.189457775760275,15254.730657315102,179.88739228713493,0.4659086735330651,0.28440366972477066,0.5879058936240205,0.0,9,51.37571395540704,153,0,0,4,26.0,163,115026.88089642991,2881824.311621746,0.44036697247706424,3276.366166816633,60801.18101672173
157,40.27705468524324,71.17938889546741,11.462321178704482,15343.265880618635,182.0159663998374,0.4652250261255926,0.28440366972477066,0.5885428362991797,0.0,9,51.37571395540704,153,0,0,4,26.0,164,122434.71399625482,2928423.076349826,0.44036697247706424,3276.366166816633,60801.18101672173
158,40.104942524788115,71.45278738016202,11.623877757705442,15333.792556463935,183.07322340096525,0.46864359966572566,0.28440366972477066,0.5854507930314633,0.0,9,51.37571395540704,154,0,0,4,26.0,165,128735.57103899877,2977215.38914891,0.44036697247706424,3276.366166816633,60801.18101672173
158,40.18827585812145,71.1750471534999,12.005377872452026,15422.53328461457,185.30511971772964,0.46798424461498533,0.28440366972477066,0.5860837044238685,0.0,9,51.37571395540704,154,0,0,4,26.0,166,136363.18251793768,3024845.9333422286,0.44954128440366975,3276.366166816633,60801.18101672173
158,40.271609191454786,71.45278738016202,12.000689954329626,15511.132042081446,187.11624748259587,0.4673215478131081,0.28440366972477066,0.5867166158162734,0.0,9,51.37571395540704,154,0,0,4,26.0,167,143358.8771103676,3076357.0675186426,0.44954128440366975,3276.366166816633,60801.18101672173
158,40.354942524788115,71.17483618303577,12.088680307942615,15600.603691989718,189.51685782016713,0.46668381768588363,0.28440366972477066,0.5872229449301976,0.0,9,51.37571395540704,154,0,0,4,26.0,168,150920.27892596542,3123914.6535201045,0.44954128440366975,3276.366166816633,60801.18101672173
157,40.22441301641763,71.49943560915791,12.066552388410184,15790.596895993747,193.36886848359384,0.46460667900711705,0.28440366972477066,0.588565333118951,0.0,10,53.639616760428495,153,0,0,4,26.0,169,158471.12040987637,3177434.5666540405,0.44954128440366975,9156.24621889148,60801.18101672173
159,39.8007306723956,71.32655297519904,11.979415749495972,15681.861673512583,193.57386278582172,0.46398808709642103,0.28440366972477066,0.5816651402495302,0.0,10,53.639616760428495,155,0,0,4,26.0,170,167643.01135344815,3230755.0353671345,0.44036697247706424,9156.24621889148,60801.18101672173
159,39.88406400572894,71.50862607255301,11.855105707681938,15771.95087276646,196.21659858229742,0.4674535924047809,0.2909090909090909,0.5820424987400963,0.0,10,53.639616760428495,155,0,0,4,26.0,171,174753.71906242828,3283137.49279027,0.45871559633027525,9156.24621889148,60801.18101672173
158,39.75036654733782,71.16859335977449,11.96133679323457,15906.112044439555,200.1443642361107,0.4665179442691705,0.2909090909090909,0.5820567983122611,0.0,11,55.51403909416455,154,0,0,4,26.0,172,192958.17422638132,3336876.1606895304,0.44545454545454544,9156.24621889148,69768.1019435139
159,39.58317346632731,71.59429123563991,12.114694514922807,15896.998565675383,201.58108396376971,0.46592678663051945,0.2909090909090909,0.5787734222222468,0.0,11,55.51403909416455,155,0,0,4,26.0,173,200705.7119070855,3394439.267736893,0.43636363636363634,9156.24621889148,69768.1019435139
159,39.666506799660645,71.22311960579118,12.295473632676815,15988.10543739392,204.2561316647362,0.4653522271183663,0.2909090909090909,0.5791507807128128,0.0,11,55.51403909416455,155,0,0,4,26.0,174,210576.27517332966,3450808.547851017,0.44545454545454544,9156.24621889148,69768.1019435139
159,39.74984013299398,71.40561199035689,12.266199935802291,16079.521835305977,206.9577592877823,0.4647924663793854,0.2909090909090909,0.5796539253669009,0.0,11,55.51403909416455,155,0,0,4,26.0,175,218387.28869780165,3506404.084719538,0.44545454545454544,9156.24621889148,69768.1019435139
160,39.584216132162766,71.3619097475909,12.236400145334205,16070.2535431209,208.45052852870285,0.4683096603979724,0.2972972972972973,0.5765310883333578,0.0,11,55.51403909416455,156,0,0,4,26.0,176,226612.78988267246,3560514.93229566,0.44545454545454544,9156.24621889148,69768.1019435139
160,39.667549465496094,71.4184698880864,12.297933004569192,16161.874191052124,211.30207595037086,0.47179019164871616,0.30357142857142855,0.5770310883333578,0.0,11,55.51403909416455,156,0,0,4,26.0,177,235689.47306374856,3620606.287921908,0.44144144144144143,9156.24621889148,69768.1019435139
158,39.71062146460863,71.22406100642932,12.748522223185686,16321.548317466222,216.88553794219027,0.46970694086827836,0.2909090909090909,0.5748465249661296,0.0,13,53.57826818771969,154,0,0,4,26.0,178,266789.1705903539,3679519.872043577,0.42857142857142855,17438.598144854943,91291.62953019547
158,39.79395479794196,71.69294047359777,13.20479342901624,16414.986304247384,219.81711097561202,0.46911185709393033,0.28440366972477066,0.5753528540800538,0.0,13,53.57826818771969,154,0,0,4,26.0,179,274776.62454438274,3738635.5632863124,0.43636363636363634,17438.598144854943,91291.62953019547
158,39.87728813127529,71.19220446634492,13.320901684039098,16508.293909063133,222.39992890013363,0.46852236396606095,0.28440366972477066,0.5758591831939778,0.0,13,53.57826818771969,154,0,0,4,26.0,180,285249.3441537239,3797221.135313129,0.44954128440366975,17438.598144854943,91291.62953019547
